P0: controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:true, learnFromRM: false
P0: controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:1.0->1.0, epsilon_init->final:0.0->0.0, gamma: 1.0, MODE_3P: 2, fixed n-tuple, mode=2
Start state = 0001000000000100
run, moveNum, player, action, gameScore, nEmptyTile, cumEmptyTl, highestTile
1, 424, 0, 3, +6572.00, 6, 2396, 512
1, 425, 0, 0, +6588.00, 6, 2402, 512
1, 426, 0, 3, +6592.00, 6, 2408, 512
1, 427, 0, 0, +6600.00, 6, 2414, 512
1, 428, 0, 3, +6600.00, 5, 2419, 512
1, 429, 0, 3, +6604.00, 5, 2424, 512
1, 430, 0, 0, +6604.00, 4, 2428, 512
1, 431, 0, 3, +6616.00, 5, 2433, 512
1, 432, 0, 3, +6616.00, 4, 2437, 512
1, 433, 0, 0, +6636.00, 5, 2442, 512
1, 434, 0, 0, +6668.00, 5, 2447, 512
1, 435, 0, 3, +6672.00, 5, 2452, 512
1, 436, 0, 3, +6672.00, 4, 2456, 512
1, 437, 0, 0, +6680.00, 4, 2460, 512
1, 438, 0, 3, +6684.00, 4, 2464, 512
1, 439, 0, 3, +6688.00, 4, 2468, 512
1, 440, 0, 3, +6700.00, 5, 2473, 512
1, 441, 0, 3, +6700.00, 4, 2477, 512
1, 442, 0, 0, +6716.00, 4, 2481, 512
1, 443, 0, 3, +6756.00, 5, 2486, 512
1, 444, 0, 0, +6820.00, 5, 2491, 512
1, 445, 0, 1, +6840.00, 6, 2497, 512
1, 446, 0, 3, +6840.00, 5, 2502, 512
1, 447, 0, 3, +6840.00, 4, 2506, 512
1, 448, 0, 0, +6844.00, 4, 2510, 512
1, 449, 0, 0, +6856.00, 5, 2515, 512
1, 450, 0, 3, +6868.00, 6, 2521, 512
1, 451, 0, 0, +6876.00, 6, 2527, 512
1, 452, 0, 3, +6876.00, 5, 2532, 512
1, 453, 0, 3, +6876.00, 4, 2536, 512
1, 454, 0, 0, +6892.00, 4, 2540, 512
1, 455, 0, 1, +6928.00, 5, 2545, 512
1, 456, 0, 1, +6932.00, 5, 2550, 512
1, 457, 0, 0, +6940.00, 5, 2555, 512
1, 458, 0, 1, +6944.00, 5, 2560, 512
1, 459, 0, 1, +6944.00, 4, 2564, 512
1, 460, 0, 1, +6948.00, 4, 2568, 512
1, 461, 0, 1, +6948.00, 3, 2571, 512
1, 462, 0, 0, +6960.00, 4, 2575, 512
