controllers.TD.ntuple2.TDNTuple3Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.36, horizon:5, AFTERSTATE:false, learnFromRM: true
controllers.TD.ntuple2.TDNTuple3Agt: alpha_init->final:5.0->5.0, epsilon_init->final:0.1->0.1, gamma: 1.0, fixed n-tuple, mode=1
0, 425000, 0.15625, -0.9, 11247293, 11247293
0, 430000, 0.03125, -0.65, 11382653, 11382653
0, 435000, 0.5625, -0.75, 11519740, 11519740
0, 440000, 0.71875, 0.5249999999999999, 11655832, 11655832
0, 445000, 0.46875, -0.825, 11793937, 11793937
0, 450000, 0.28125, -0.09999999999999998, 11931177, 11931177
0, 455000, 0.34375, -0.725, 12070852, 12070852
0, 460000, 0.65625, 0.6, 12208682, 12208682
0, 465000, 0.34375, -0.8, 12347642, 12347642
0, 470000, 0.53125, -0.725, 12486812, 12486812
0, 475000, 0.34375, -0.85, 12623978, 12623978
0, 480000, 0.46875, -0.8, 12762807, 12762807
0, 485000, 0.4375, -0.75, 12905443, 12905443
0, 490000, 0.4375, 0.45, 13045313, 13045313
0, 495000, 0.4375, 0.42500000000000004, 13187988, 13187988
0, 500000, 0.34375, -0.625, 13327933, 13327933
