controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, AFTERSTATE:false, learnFromRM: false
3, 150000, 1.0, 0.9166666666666666, 0.0, 1209154, 2334316
4, 10000, 0.0, 0.0, 0.0, 16737, 202922
4, 20000, 0.0, 0.0, 0.0, 45857, 396000
4, 30000, 0.0, 0.25, 0.0, 86628, 580314
4, 40000, 0.0, 0.5, 0.0, 137344, 755694
4, 50000, 0.0, 0.25, 0.0, 198019, 924314
4, 60000, 0.3333333333333333, 0.5, 0.0, 267923, 1087081
4, 70000, 0.6666666666666666, 0.8333333333333333, 0.0, 346707, 1245911
4, 80000, 1.0, 0.6666666666666667, 0.0, 433216, 1399011
4, 90000, 1.0, 0.9166666666666666, 0.0, 528401, 1549944
4, 100000, 1.0, 0.9166666666666666, 0.0, 630285, 1695087
4, 110000, 1.0, 0.9166666666666666, 0.0, 740803, 1838468
4, 120000, 1.0, 1.0, 0.0, 858245, 1978472
4, 130000, 1.0, 1.0, 0.0, 983827, 2116966
4, 140000, 0.6666666666666666, 1.0, 0.0, 1121781, 2258936
4, 150000, 0.6666666666666666, 0.8333333333333333, 0.0, 1254364, 2385863
5, 10000, 0.0, 0.0, 0.0, 16807, 202124
5, 20000, 0.0, 0.0, 0.0, 46040, 395174
5, 30000, 0.3333333333333333, 0.41666666666666663, 0.0, 86776, 579058
5, 40000, 1.0, 0.49999999999999994, 0.0, 138058, 755096
5, 50000, 1.0, 0.5833333333333333, 0.0, 199071, 924117
5, 60000, 1.0, 0.6666666666666666, 0.0, 269474, 1089016
5, 70000, 1.0, 1.0, 0.0, 349199, 1249889
5, 80000, 1.0, 0.75, 0.0, 436576, 1404647
5, 90000, 1.0, 0.8333333333333334, 0.0, 531701, 1555126
5, 100000, 1.0, 1.0, 0.0, 634819, 1702178
5, 110000, 1.0, 0.9166666666666666, 0.0, 744643, 1844448
5, 120000, 1.0, 0.9166666666666666, 0.0, 860907, 1983122
5, 130000, 1.0, 1.0, 0.0, 983371, 2118016
5, 140000, 1.0, 1.0, 0.0, 1111519, 2249187
5, 150000, 1.0, 1.0, 0.0, 1248877, 2380855
6, 10000, 0.0, 0.0, 0.0, 16528, 202478
6, 20000, 0.0, 0.08333333333333333, 0.0, 45817, 395668
6, 30000, 0.6666666666666666, 0.5, 0.0, 86937, 580560
6, 40000, 0.6666666666666666, 0.6666666666666666, 0.0, 138369, 757811
6, 50000, 1.0, 0.6666666666666666, 0.0, 199496, 927697
6, 60000, 0.6666666666666666, 1.0, 0.0, 269263, 1090779
6, 70000, 0.0, 0.8333333333333333, 0.0, 348185, 1249332
6, 80000, 1.0, 0.9166666666666666, 0.0, 434815, 1402957
6, 90000, 1.0, 1.0, 0.0, 528605, 1550894
6, 100000, 1.0, 1.0, 0.0, 629928, 1695061
6, 110000, 1.0, 1.0, 0.0, 736869, 1833647
6, 120000, 1.0, 1.0, 0.0, 849288, 1967465
6, 130000, 1.0, 1.0, 0.0, 970303, 2100753
6, 140000, 1.0, 1.0, 0.0, 1091906, 2224744
6, 150000, 1.0, 1.0, 0.0, 1213445, 2340190
7, 10000, 0.0, 0.0, 0.0, 16696, 202429
7, 20000, 0.0, 0.0, 0.0, 45914, 396209
7, 30000, 0.3333333333333333, 0.0, 0.0, 86560, 580303
7, 40000, 0.0, 0.0, 0.0, 137636, 756612
7, 50000, 0.0, 0.5833333333333333, 0.0, 198628, 926597
7, 60000, 0.3333333333333333, 0.6666666666666666, 0.0, 268171, 1089265
7, 70000, 1.0, 0.75, 0.0, 346095, 1246031
7, 80000, 1.0, 0.8333333333333334, 0.0, 431518, 1397357
7, 90000, 1.0, 0.75, 0.0, 524339, 1543737
7, 100000, 1.0, 0.8333333333333334, 0.0, 625975, 1688002
7, 110000, 1.0, 0.8333333333333334, 0.0, 734810, 1829200
7, 120000, 1.0, 1.0, 0.0, 849562, 1966169
7, 130000, 1.0, 1.0, 0.0, 976458, 2106288
7, 140000, 1.0, 1.0, 0.0, 1109154, 2242528
7, 150000, 1.0, 0.8333333333333334, 0.0, 1247610, 2375412
8, 10000, 0.0, 0.0, 0.0, 16777, 202845
8, 20000, 0.0, 0.0, 0.0, 46107, 395911
8, 30000, 0.6666666666666666, 0.3333333333333333, 0.0, 86582, 580375
8, 40000, 0.3333333333333333, 0.5, 0.0, 137888, 757073
8, 50000, 0.0, 0.5833333333333333, 0.0, 198912, 926707
8, 60000, 0.0, 0.8333333333333333, 0.0, 268751, 1090029
8, 70000, 1.0, 0.9166666666666666, 0.0, 347014, 1247219
8, 80000, 1.0, 0.9166666666666666, 0.0, 433328, 1400203
8, 90000, 1.0, 0.9166666666666666, 0.0, 527234, 1548470
8, 100000, 1.0, 1.0, 0.0, 630208, 1695496
8, 110000, 1.0, 1.0, 0.0, 741167, 1839294
8, 120000, 1.0, 0.9166666666666666, 0.0, 861874, 1984007
8, 130000, 1.0, 0.8333333333333334, 0.0, 993680, 2129976
8, 140000, 1.0, 1.0, 0.0, 1136135, 2276984
8, 150000, 1.0, 1.0, 0.0, 1284308, 2419881
9, 10000, 0.0, 0.0, 0.0, 16775, 202933
9, 20000, 0.0, 0.0, 0.0, 45857, 395955
9, 30000, 0.6666666666666666, 0.41666666666666663, 0.0, 86691, 579965
9, 40000, 1.0, 0.16666666666666666, 0.0, 137878, 755891
9, 50000, 1.0, 0.16666666666666666, 0.0, 198426, 925199
9, 60000, 0.3333333333333333, 0.5833333333333333, 0.0, 267656, 1086637
9, 70000, 1.0, 0.41666666666666663, 0.0, 345277, 1242538
9, 80000, 1.0, 0.75, 0.0, 431580, 1395421
9, 90000, 1.0, 0.6666666666666666, 0.0, 526000, 1544637
9, 100000, 1.0, 1.0, 0.0, 627678, 1689207
9, 110000, 1.0, 1.0, 0.0, 735257, 1828488
9, 120000, 1.0, 0.9166666666666666, 0.0, 850074, 1965199
9, 130000, 1.0, 1.0, 0.0, 977652, 2106107
9, 140000, 1.0, 0.8333333333333334, 0.0, 1107609, 2239342
9, 150000, 1.0, 0.8333333333333333, 0.0, 1230293, 2356040
