controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.8, AFTERSTATE:false, learnFromRM: false
5, 90000, 1.0, 0.8333333333333333, 0.0, 668502, 1522480
5, 100000, 1.0, 1.0, 0.0, 800252, 1665035
6, 10000, 0.0, 0.0, 0.0, 19010, 201362
6, 20000, 0.0, 0.0, 0.0, 54720, 393212
6, 30000, 0.0, 0.0, 0.0, 105693, 575622
6, 40000, 0.0, 0.0, 0.0, 170942, 751144
6, 50000, 0.0, 0.5, 0.0, 248414, 918504
6, 60000, 0.0, 0.5, 0.0, 336897, 1077360
6, 70000, 0.6666666666666666, 0.6666666666666666, 0.0, 436897, 1231599
6, 80000, 1.0, 0.8333333333333333, 0.0, 546504, 1379363
6, 90000, 1.0, 0.8333333333333334, 0.0, 663867, 1519271
6, 100000, 1.0, 0.9166666666666666, 0.0, 791032, 1656301
7, 10000, 0.0, 0.08333333333333333, 0.0, 19052, 201713
7, 20000, 0.0, 0.0, 0.0, 54955, 392599
7, 30000, 0.0, 0.08333333333333333, 0.0, 105838, 574440
7, 40000, 0.6666666666666666, 0.3333333333333333, 0.0, 170688, 749194
7, 50000, 0.6666666666666666, 0.75, 0.0, 247617, 914007
7, 60000, 0.6666666666666666, 0.8333333333333334, 0.0, 336710, 1073260
7, 70000, 1.0, 0.75, 0.0, 435567, 1225316
7, 80000, 1.0, 1.0, 0.0, 544604, 1372262
7, 90000, 1.0, 0.8333333333333333, 0.0, 661666, 1512070
7, 100000, 0.6666666666666666, 0.8333333333333333, 0.0, 787145, 1647351
8, 10000, 0.0, 0.0, 0.0, 18998, 201876
8, 20000, 0.0, 0.25, 0.0, 55041, 393881
8, 30000, 0.0, 0.3333333333333333, 0.0, 105724, 575660
8, 40000, 0.6666666666666666, 0.41666666666666663, 0.0, 170793, 751152
8, 50000, 1.0, 0.9166666666666666, 0.0, 248807, 918251
8, 60000, 1.0, 0.75, 0.0, 337797, 1077950
8, 70000, 1.0, 0.75, 0.0, 438453, 1232919
8, 80000, 1.0, 0.8333333333333334, 0.0, 549856, 1383142
8, 90000, 1.0, 0.8333333333333334, 0.0, 671623, 1529186
8, 100000, 1.0, 0.75, 0.0, 800663, 1668603
9, 10000, 0.0, 0.0, 0.0, 19064, 202418
9, 20000, 0.0, 0.25, 0.0, 54724, 393557
9, 30000, 0.0, 0.3333333333333333, 0.0, 105817, 575532
9, 40000, 0.0, 0.16666666666666666, 0.0, 170589, 749215
9, 50000, 0.3333333333333333, 0.6666666666666666, 0.0, 246747, 912220
9, 60000, 1.0, 0.7499999999999999, 0.0, 334584, 1069512
9, 70000, 1.0, 0.75, 0.0, 433483, 1221800
9, 80000, 0.0, 0.6666666666666666, 0.0, 542508, 1368868
9, 90000, 0.0, 0.8333333333333333, 0.0, 658805, 1508024
9, 100000, 1.0, 0.6666666666666666, 0.0, 780677, 1639119
