controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.2, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
7, 20000, 0.0, 0.08333333333333333, 0.0, 54291
7, 30000, 0.3333333333333333, 0.49999999999999994, 0.0, 104003
7, 40000, 0.0, 0.3333333333333333, 0.0, 166694
7, 50000, 1.0, 0.75, 0.0, 240800
7, 60000, 0.6666666666666666, 0.5, 0.0, 326097
7, 70000, 1.0, 0.9166666666666666, 0.0, 421097
7, 80000, 0.6666666666666666, 0.9166666666666666, 0.0, 528329
7, 90000, 1.0, 1.0, 0.0, 645723
7, 100000, 0.6666666666666666, 0.6666666666666666, 0.0, 778006
8, 10000, 0.0, 0.08333333333333333, 0.0, 18995
8, 20000, 0.6666666666666666, 0.0, 0.0, 54435
8, 30000, 0.6666666666666666, 0.5833333333333333, 0.0, 104270
8, 40000, 0.6666666666666666, 0.5833333333333333, 0.0, 166937
8, 50000, 1.0, 1.0, 0.0, 242106
8, 60000, 0.6666666666666666, 0.9166666666666666, 0.0, 328452
8, 70000, 1.0, 0.9166666666666666, 0.0, 426130
8, 80000, 1.0, 1.0, 0.0, 534870
8, 90000, 1.0, 1.0, 0.0, 656544
8, 100000, 1.0, 1.0, 0.0, 788612
9, 10000, 0.0, 0.0, 0.0, 19135
9, 20000, 0.3333333333333333, 0.75, 0.0, 54702
9, 30000, 0.6666666666666666, 0.5, 0.0, 104675
9, 40000, 0.6666666666666666, 0.75, 0.0, 167788
9, 50000, 1.0, 1.0, 0.0, 242347
9, 60000, 1.0, 0.9166666666666666, 0.0, 328925
9, 70000, 1.0, 0.9166666666666666, 0.0, 426662
9, 80000, 1.0, 0.6666666666666666, 0.0, 536303
9, 90000, 1.0, 0.9166666666666666, 0.0, 655478
9, 100000, 1.0, 1.0, 0.0, 787739
